Date,Total_Visits,Unique_Visitors,Page_Views,Sessions,Session_Duration,Bounces,Exits
2020-08-08,6102,e6ebbcb2ab1351e5f9b7bd96adaebd08,14526,4914,742.59,2150,1727
2020-08-09,8006,ca531dfad103e443e99af89e115d6851,12472,7566,837.18,3732,3073
2020-08-10,4483,8906af3b010800fe9620594ec096b0f5,7921,4664,640.06,2033,1963
2020-08-11,2994,b4b791dc8780565fe3f4fe663a4405b1,4803,3411,693.17,1470,1114
2020-08-12,9682,77a8090ed9be8154ad08863a13af4b12,12823,11187,784.72,5115,1868
2020-08-13,2072,ca0002ecb2332d61391a852df1b6cfda,5572,2058,807.29,411,1028
2020-08-14,7707,861c2f52da4085598439ccc8cef75060,12779,8411,721.24,2596,3440
2020-08-15,1215,8b7046956e90a8021fc5729396e33342,2492,1125,862.61,474,583
2020-08-16,8605,1abf39afc0170da161b45b0e2c1b1fe2,10996,8061,724.65,3062,2711
2020-08-17,3606,4ef99f1e90f62b1189cf94ea0161285c,8866,3165,720.83,801,1928
2020-08-18,9350,017cdce630a36da0e5c06c934857ef92,16783,9581,610.86,2789,3187
2020-08-19,5781,74b3eaf29618b35266b9cacdb514c332,14686,5352,765.34,1611,3698
2020-08-20,4313,cbee80c42069a4e65e10425e57c6ace6,8377,3595,812.6,1331,951
2020-08-21,8763,2e50b86aa0369331db4eb3377fcf5bef,13603,9411,634.33,4230,3191
2020-08-22,6939,918603e629e0d993dd31db48aeef3f89,14736,7515,691.63,3605,4412
2020-08-23,3295,65d13e78ad2b337fe9a64c57df10fb5e,4728,3110,834.38,1322,1210
2020-08-24,6685,352fc82c30d63025b6a9ddc99db59352,13323,5553,709.78,2514,2106
2020-08-25,2696,2cdcf33ae8d64ce7ef933f6060ae78ea,4775,2616,672.48,892,742
2020-08-26,2946,fa06278fbd976c43f808f19de95f8837,8371,2878,801.66,912,1954
2020-08-27,3783,a3d42cfce759be9004c4017c68385ecc,4954,4038,659.03,1283,1383
2020-08-28,4644,aea98e7a6a57a33edd4381f1c2582400,11374,4301,868.7,1655,2452
2020-08-29,6241,f96ffa74a04de1b69d331b6e808c073b,9542,6696,631.68,1588,1960
2020-08-30,7420,e55bc2ab3f53648be6df0e2cfad1bada,13165,8522,811.96,3186,1738
2020-08-31,8557,6a9708f4140c7c99d59762258691f28b,16668,7658,749.86,3059,4051
2020-09-01,3645,93ddb1dacc3d0891366ba989af317cd3,10331,4343,860.98,1440,2484
2020-09-02,7589,be1d32fc4344a37c44a6961ac942b062,12420,7244,637.86,3520,3644
2020-09-03,7353,8dcd032b7a38e76d54de231343b40206,10032,6668,803.37,2550,1605
2020-09-04,2932,75af11cb31ec7ff4410de1770a7f5e49,5200,2839,771.62,755,1306
2020-09-05,2757,8bd058f92f8a513033fbdc0f7a368b1e,3827,2309,744.03,793,715
2020-09-06,6085,e0e0935263c7bd8d9f72736d3682181a,8710,5173,747.42,2083,1843
2020-09-07,6637,3664bb81003683f5cfc4ba99e42b27f8,14819,6409,816.59,1904,3901
2020-09-08,2116,0c7e7eb97ad7caf2abeba3d60ba3cb34,2771,2338,881.32,523,400
2020-09-09,1492,bc041b645a634acb27ea69cedde6c345,1873,1730,627.38,649,315
2020-09-10,9811,4fea860984cb7c48468c61d9c0690446,24389,10457,605.85,5065,6211
2020-09-11,8888,611ce88d7e2ae8ce1bc579c72fe227ad,16451,7484,841.71,2586,3522
2020-09-12,7474,100c612e6126cd86166a5da2806e2145,10655,7988,632.45,3769,1262
2020-09-13,5958,bcad51c99a18712e4ff29bc7ee815c24,9869,6280,896.01,2829,1836
2020-09-14,3743,6ff99e4365ab4f366b696e34a4e6d941,8817,4200,785.8,1025,1916
2020-09-15,8866,8a081bc23dbba855236a90e0bdc33508,15036,10019,795.26,4132,4238
2020-09-16,8160,eb2d277bb5b2c93ba342d641a5acd57a,17055,9361,659.67,3095,2348
2020-09-17,6451,da540003305355482195aafeb5e9f9e4,9154,6229,672.09,1713,2391
2020-09-18,6258,7faf70e763d0f9560040ae8cba481e45,14134,6753,797.81,2742,1782
2020-09-19,9548,03c64c5b358dbc2953c95289caa77125,16889,8662,872.92,3662,2507
2020-09-20,8186,ab221d4a29292204ce920e2749c5991c,19061,9821,894.72,2494,2833
2020-09-21,7102,b146848402da75f082c8012111fe13e4,18856,6179,659.41,2931,5194
2020-09-22,1619,67fe2934e039f57eb6ea004d51f8d08f,3725,1301,640.24,553,520
2020-09-23,1882,47a20f41c28da5a8fb55818ae677f9d0,3260,1617,616.92,776,839
2020-09-24,9988,7e270558096d7192f5d7040c23c7bda3,16583,11090,860.49,3272,3190
2020-09-25,4642,8a373ff5aa5235d94510fd9f76f2d1d4,8306,4543,688.41,2188,2490
2020-09-26,2296,2023b895469c8d77c907a155c0a5430e,3435,2247,600.54,698,920
2020-09-27,9436,ec6b4c2c7e482b59c4cc3e247ec6fc17,14400,11153,667.15,2411,3570
2020-09-28,3895,13664c655940309c66ef9cf3177e366b,10217,4548,702.13,1950,2801
2020-09-29,7593,c7fc07c0219fedae2dd1bb4ba117c0db,14369,7019,897.3,2885,3259
2020-09-30,1929,d254fb7604397c74744c31fd1d788482,3828,1704,757.06,646,1028
2020-10-01,6366,d6f1259e4ce27c6d1cacff85ada45d60,14446,7253,661.41,2516,2199
2020-10-02,9711,009f1db9187f93f40bd84c7f9efe7eb1,21960,11288,700.45,2366,2625
2020-10-03,4212,642a37bc1aa87c26b219683eafe4ba71,5565,4282,699.09,1658,1242
2020-10-04,3409,0ade56a2275d5efdab4541b9ad377cb3,9193,3585,605.92,1165,1718
2020-10-05,9199,0bf59b0464a749cb8d1574536782fc1d,13975,8304,640.55,3056,2589
2020-10-06,4423,e3b68d7242d1536c77cae59705c6fb6b,11064,4955,808.56,1629,2272
2020-10-07,7976,fa4b07164a517e9901932dd7beaa6cc3,20664,8397,636.08,4113,3559
2020-10-08,8594,8721372dcc985136a19899c1b7e2264a,21371,8606,669.22,3280,4813
2020-10-09,6158,755fc7a21a91f1a3ffd4f46ece0aa10b,13807,5074,705.22,2155,1465
2020-10-10,4667,054b632b2ce0d8854681a3e2b085283d,5723,5443,827.32,2617,1682
2020-10-11,6973,586778a538a9fcc11d032c0e955d43a9,12890,7295,774.72,2753,3673
2020-10-12,7236,d6c20806fc4c4841fe343791cdff797d,16561,6346,806.7,1292,4753
2020-10-13,9277,21d9ba8166619ec2aaa26914adf339b6,17602,9671,770.1,2033,3045
2020-10-14,3468,61659adab351a39a9d21d9404eb63a26,9551,3714,805.08,1525,1971
2020-10-15,7217,e0af302905ac7a638f19c3a5e9cf00a7,12671,7291,600.85,2068,3685
2020-10-16,4619,ea874a9495621f711be882cd811f9faf,7983,5021,879.27,1877,2239
2020-10-17,2636,54212eecf5bfa5fc9641fba8f80f2b42,4425,2721,633.28,709,1141
2020-10-18,9155,5659b2045ebc768fdadd785c12168b11,16469,10794,721.87,3034,2988
2020-10-19,4583,519e6121baa92535cdb4e99032940323,10097,3764,831.31,1322,2149
2020-10-20,5009,5c4e9af71dd38740b14167aac0d006f9,12385,4220,730.57,2079,3202
2020-10-21,4326,083ca49c438bd5c5749fe0c6da9b3046,10350,3761,884.05,1447,1600
2020-10-22,9148,3f144775d8187aa68f0db27ac32954b2,24277,9843,740.28,4733,5469
2020-10-23,3217,7bb3fa06d7291042ccc6cc56b62abbe6,8990,3404,862.48,1660,2387
2020-10-24,5967,9ce2213a41c96bb031d257bd5c5d1dd6,15925,6902,843.25,1811,3845
2020-10-25,3369,593ff5757b418040b78747ef38d4bff6,4157,3682,894.3,1080,814
2020-10-26,4638,83a47f4bf093f759066c13e9a0f350b0,11709,4653,877.96,2005,2540
2020-10-27,6722,61d7267f78311a494b2fdb9d795ad352,10587,8044,869.44,3700,3152
2020-10-28,5444,f409c9c7a5434512c4cb2939cda5590c,7835,4934,819.48,1755,1726
2020-10-29,8618,a71957344ee5dd0febf32279b6aed205,20246,9766,710.1,4863,5205
2020-10-30,4947,01d17da1f33f116ac9dbbfe6ee56f69e,8783,4802,631.84,977,2154
2020-10-31,2676,11f4e91925c0661e405e3e3a02fd166c,3486,2835,806.59,821,837
2020-11-01,2196,d5fc17a28e18566e4bde981ff1b69532,3179,2395,893.6,926,773
2020-11-02,3787,a119316df26731ee156657c08b399cb6,4550,3989,817.98,1359,868
2020-11-03,8432,fb564c7f38a050ef0f18f5df2751dad3,23827,7219,878.62,1696,4642
2020-11-04,8927,af85e066d7bdf7e0bbdd22d14e482764,11107,8723,841.29,2707,2150
2020-11-05,4318,75ec30b10f063e7dc74b0e20ae059bed,6809,4424,648.93,918,726
2020-11-06,9858,f4407924532e537a87791f9b325bad27,19215,11234,674.76,4413,2848
2020-11-07,7689,9624b6e6ae1fe195805b9ab3ebc3943c,14161,7515,702.56,3516,1853
2020-11-08,3176,dfc3d8849c4d97d1d00847afc74de59f,9023,3707,650.48,1725,2502
2020-11-09,4743,5d9de5dfb08deaa90dbae7455ea166f0,6035,4629,774.5,1897,935
2020-11-10,9792,d470cb5163a2766eee41b5a71fb30d89,20778,9983,892.64,3391,2653
2020-11-11,5422,f22d96cda79cabbdd68aa4dac06fdef3,13147,6064,828.44,2144,1629
2020-11-12,4824,4526685a285973cf67fbc546aa83ed7e,13878,4984,727.02,1201,3330
2020-11-13,3451,5fe9ea2816d0bf702f23d3bbc34a5e2f,7994,4086,601.35,1235,809
2020-11-14,1628,3fbef0e6204c598955592e0ef0d1356d,4308,1732,693.98,444,837
2020-11-15,8778,fea9656f1ad1f24449deb5241349eef8,11856,8857,758.03,3953,1467
2020-11-16,4696,25e789f111cfdc3606129efc8138437b,8897,3801,697.28,1803,2401
2020-11-17,4674,46c247fc3e48a93aedd6b090a740cb86,8754,4512,633.31,1629,2553
2020-11-18,4929,476550c8d9a39cb725369efbebeffacf,13778,4533,732.83,1896,4019
2020-11-19,3765,3c0dbabdaccee4e179d53683d72f5081,5543,4138,675.98,978,1044
2020-11-20,5369,c4f54a955f39e3d317c351704dc29ed5,7910,4742,872.77,1814,1810
2020-11-21,9307,8f4643f08d53787c90c00846c67f6f7e,16672,8209,630.53,3372,3666
2020-11-22,5956,743cee13f0282656b0f367b9dea4fdcb,7731,5216,614.75,1751,1314
2020-11-23,1692,155b6cf799eab3a9ea088d6a77a30d63,2586,1438,601.59,392,488
2020-11-24,4162,c0b4f07f1f8b750119797a3e534f1105,12225,3847,698.42,1782,1379
2020-11-25,2105,369305f4a344dcd38b0fd8f8d1904e16,4148,2429,798.12,1027,1075
2020-11-26,4008,52e4143803d657e4fc1bd15def054be8,9369,4448,819.12,2090,1388
2020-11-27,3161,62f44517f9bcdba9fc392fcfa030df38,7924,3458,735.98,1540,1522
2020-11-28,9345,93d457687d09604794efb1c5e5fd1d4f,17386,10456,805.3,5198,3409
2020-11-29,4699,a613080396eaece5422f14cc3072df5c,6884,4265,707.97,1099,1460
2020-11-30,4786,4e69cf8f11890db7f36a9f8691195ac3,7522,5527,800.34,1249,1982
2020-12-01,5200,0f2bba442157c88c8cd7d0b30a6f3037,9172,4445,612.18,1338,2186
2020-12-02,2913,c6d966049d83febb73c5e150522ff887,6830,2722,717.23,649,1588
2020-12-03,6520,b46e04fa853273badc72ce008f7ea6dd,12498,6746,837.25,2407,2566
2020-12-04,2772,067496d8673631a62f23478bdee25fde,3360,2331,840.9,909,400
2020-12-05,3780,10e4fe5e167d3003c5abfe05f9426d27,8097,4127,814.84,1541,1460
2020-12-06,8423,31a524ac9dd355e475c7a16a6f07e39e,24079,8043,661.27,2234,7018
2020-12-07,3871,40953cb98a1da18382431a622e475a08,10303,4311,674.16,2037,3081
2020-12-08,1660,08d3a49710ca9a35a541020016db9a4a,4457,1655,898.83,341,1097
2020-12-09,7242,6d11f28a6a83a0c467fc0d7294a01cd4,19054,6317,631.01,1923,2772
2020-12-10,2132,872c073f25d5223494b2245b72783e9f,3800,2332,654.2,969,457
2020-12-11,1699,9d55c0771048679f9597a9576dc0d620,4378,1530,639.01,658,801
2020-12-12,8470,0846b936b4dc75c52b8c9a3ba3afcf8f,12346,8438,698.3,2741,3349
2020-12-13,7297,5deaa38b5d3681018e2ae70ca7406db1,17395,6058,663.05,1242,4250
2020-12-14,8812,239938b3651667cde415f85dafff8f35,20750,9227,749.31,3556,5743
2020-12-15,5557,6e427c7d3f8f8525b7ab5fbc31164e57,6924,5925,742.81,1297,1545
2020-12-16,3179,075cedb2d80928fbe39e9bd299a49f49,8323,3024,870.45,702,1049
2020-12-17,9275,ed9897b3aca281482ba3b0ab6895cb3e,26209,10960,610.42,4330,3222
2020-12-18,2422,f4b15efddc2f591cad6fb9e000dcb4f9,4072,2784,695.96,817,446
2020-12-19,4180,37a830815067e7d1e3818deaaae1cc65,11128,4527,779.0,1378,2374
2020-12-20,5316,542b9ccd9389ea06341c292fc2700c57,7167,5770,781.44,1996,1064
2020-12-21,7696,503294cbb289a90618eaf17eeb8d1499,17546,6933,744.04,3422,4331
2020-12-22,1614,a46dd766dfcbd742bc7dfef6a26dfc97,3347,1715,844.7,839,794
2020-12-23,5570,fe2e9bd475946a4bdd98cddd36f79e5d,12157,4897,618.82,1591,1989
2020-12-24,1270,9fd73774c7a1bbc148becd4860de742a,3641,1089,844.65,304,492
2020-12-25,3468,597f7667e4ec131bf978c5648ce87e2e,9600,4160,748.43,1209,1156
2020-12-26,4607,3e2c692a11dc7b8926e8fef27396872c,12038,4832,640.13,1356,2979
2020-12-27,4075,daf3612a9a201bb5a2a7918381cfca2b,6897,3962,865.71,1425,1311
2020-12-28,1289,cbcad93f39e000f66f9b8a6746f52c41,3662,1179,794.77,450,603
2020-12-29,9120,c2327c086434ac20f1fa95f5bb8fca97,12544,9499,649.06,3292,3403
2020-12-30,7614,ca831d0e70521f7d4270bf3bba0ea5a0,20831,6242,610.09,2012,4556
2020-12-31,4252,fa7c51a73362cc5def0354fa4348569e,7614,3562,642.33,938,1550
2021-01-01,8415,11ae3936e18086495711cb95c560cf89,10912,6842,782.64,2358,2713
2021-01-02,7771,06e6f1451453dea08574b0df7623d139,18688,7768,653.79,2348,4917
2021-01-03,1278,ddcee1ff172314d0b024c5aa401c0435,2065,1329,667.73,481,489
2021-01-04,1580,381992e8820e4f736bf9db3d5ffff9a1,2588,1303,607.54,524,486
2021-01-05,5958,23b866e97e71f0cf9046868679b69479,10431,6485,816.88,2529,1834
2021-01-06,9445,908de066f3fef8eacfd57cb29b07bb3f,12416,8426,843.11,2854,3157
2021-01-07,5276,fe7c17bc2572be63fcf6c8393ea154d2,8013,5666,839.05,2078,1631
2021-01-08,8997,98e0d13b36b77c294fa34a98b90eedbb,10879,10731,638.27,3063,2620
2021-01-09,5776,3c020a89b376d0d4da21736a8132af9b,11562,6217,870.99,1288,3215
2021-01-10,1824,90419e3ff324e0105b18bb6437f47095,2465,2103,801.68,815,698
2021-01-11,4832,c2a3a5adc0290a09722744d72700f5ac,11735,5698,869.26,1571,1825
2021-01-12,9891,0ef6c32ecfe15e60d0462a8aca4aee42,16064,9838,734.15,3942,2210
2021-01-13,6445,fa02016290d864a92002441b6e362964,18680,6966,731.09,2954,2844
2021-01-14,2380,0949a2c7a881168bf4be90a41c59d290,6588,2715,835.36,1289,1648
2021-01-15,7534,e23c389f674357e6001de777dd35803c,12965,7101,627.99,3461,2256
2021-01-16,4156,9b45db3d1965cdd2b38a7aa27c268ca8,10846,3759,756.26,763,1460
2021-01-17,5307,a3d4d2855b3372f914741ea1ad032dd5,14041,6255,850.92,3109,1680
2021-01-18,6634,792db11253f71c79e882b8a732c431fa,19741,7234,849.06,2929,3266
2021-01-19,9575,0eef96ef33853d903041d521694f8df4,21793,8501,886.84,3341,2772
2021-01-20,6810,3c6c3c0637c85ccd9cb269b523a113a3,9176,6671,809.48,1364,1204
2021-01-21,9533,4031a0f3cb9848f72765b72f6f783c26,22538,10663,662.33,4887,5336
2021-01-22,6934,5e8f3f120df94c8fdf86be683370bcd2,16121,7064,606.08,1721,1675
2021-01-23,4109,7995659516e372e3bcb822e4f03d297c,9652,4355,743.82,1965,1192
2021-01-24,5082,8855aaf87a9338d27f24381a8e736e6f,8908,5597,754.11,1145,2395
2021-01-25,4240,00414848f29945e0b972340f0aeaa942,11649,4446,672.08,1751,3133
2021-01-26,7028,8331ecfc0fe34fcce5465155f0696594,20571,7140,637.41,2359,3411
2021-01-27,2849,eb56befc2811d0bf43089296cebf603d,4535,3133,775.86,815,533
2021-01-28,9497,583bb458b8a7536382186026466c71dc,12903,10361,829.28,2406,3109
2021-01-29,3749,e1f8b981cf4bc3a8094e04762895f32b,5811,3943,897.95,1309,999
2021-01-30,7680,692f7f2f951e76386fcce3822d704942,20559,7249,827.49,1718,2242
2021-01-31,1205,733f2846678c454b2fa0bb7f155acca5,2913,1159,838.09,401,383
2021-02-01,8352,d60e3d7f0a3074f7f30c517366d6c0f1,19584,9923,784.94,3846,2495
2021-02-02,5591,1ba3ee640de498b901ff4cdcd6f8bd48,10752,4724,895.78,2117,2342
2021-02-03,4450,17268562ed5c593a234c6d57e306a358,9968,4037,791.99,1629,2787
2021-02-04,8214,4ae554d4c614b2f5ed8d53c762c341f0,14408,8189,858.08,1797,3726
2021-02-05,4811,e630f29588c6c0fbee1e22e3d6ccce26,9905,5459,883.74,1595,2073
2021-02-06,6141,0658ee4b72ab86f75a8bc04ce9a7659a,16135,5314,878.96,1522,2975
2021-02-07,9501,c803069af7b6f0b6dae2c8292dff36a8,28182,8653,714.42,4106,6305
2021-02-08,3708,941ed4581a1fffb1a88f2bc9a53a0041,10673,3063,623.6,1410,2014
2021-02-09,2991,7a368fdb26485088883914014c1feb82,8616,3237,651.56,1006,1285
2021-02-10,9463,aa878793ac0ec92c0494e9590e9574cb,18206,8472,617.77,1875,4293
2021-02-11,4273,42fe85b5d2177a6205ef3d14c7d83c29,8733,4082,631.62,1911,2398
2021-02-12,5538,b201ecdf2450e9fbc95b8ab603793f61,13679,5413,655.4,2525,2388
2021-02-13,9712,31ac2322130311d88561c1c0ca94686a,27775,11232,702.33,5126,7452
2021-02-14,4722,1f0291eb7b43b316a4bb3b5b1db07f7b,6873,4554,763.06,2065,1279
2021-02-15,4551,cd73324b96c14807d2ce88fd9418a88b,7953,3905,813.5,1343,1433
2021-02-16,3832,a5eb522d23e98f0ed9c25ee972cedd6b,5558,3869,663.28,979,587
2021-02-17,6679,3114f0f00d8f92ae59d7ecc59e266429,15372,7915,801.76,2717,3674
2021-02-18,7579,bcfad9dae9f70757bfb2abfcd3aa6955,13273,7905,811.28,2754,3471
2021-02-19,1152,c60226de305804f0e732fe9d85a8d53e,2058,1374,767.59,477,479
2021-02-20,6754,3e62e4bb46aa7b796039e693292d9e57,8966,7675,871.09,2775,1168
2021-02-21,3800,c331457eabdd7b4599c51f2d54020216,6952,3094,633.3,858,838
2021-02-22,6310,653dd4b1508f109dd24c6516dbef5e55,17368,6709,653.14,2079,3726
2021-02-23,3610,fbb03b6f9ba5e8d93afcb0d502f1c96c,5846,3302,728.6,1090,1054
2021-02-24,2104,4f7d9999f66b096baa7f90e5439be27a,5157,2154,638.01,515,958
2021-02-25,8361,617f89965ac6d0969efa369e1f0cca79,19508,7623,769.89,2565,5727
2021-02-26,5199,3fbc6b873132e4edc8b255d6ec99f9fd,14319,4884,719.52,2164,3505
2021-02-27,4854,5ac3ce0271db5d553ec38a80f7f00f09,6980,5675,685.38,2545,1272
2021-02-28,8263,5211fcf4356200069ffc2a992a8af8c3,24455,7293,651.0,2359,2538
2021-03-01,2914,8a2848973b650cee3e322456fc49e838,6552,3350,700.6,1191,699
2021-03-02,8365,36bcb65b8c58273f51eb45d0c3ca7003,25026,6793,782.39,1427,5930
2021-03-03,4072,2e50b86aa0369331db4eb3377fcf5bef,11567,3405,772.74,1370,3094
2021-03-04,1406,0f85cbd0ac107bf5639cf460c2278783,2247,1605,649.09,515,542
2021-03-05,1166,1b9fd41ce1043344907fca3a865c2b6b,1517,1226,637.48,409,274
2021-03-06,1508,9148e6c47caea0ae627e2bca74c1f5a6,2503,1657,608.0,765,265
2021-03-07,2661,9da6ed7e93efb0ac0fd1bcc19d4b900e,5720,2351,603.73,796,1678
2021-03-08,4664,52fe45ca27c91d0c1d3c757d238dad95,7037,4733,863.94,976,2091
2021-03-09,4489,ed4b342cfbb9148ec58da784bc63abdc,6739,4914,613.53,1318,1414
2021-03-10,1680,c554efab7e93f5552b3c3f8eea3c7085,3414,1765,819.37,605,389
2021-03-11,3524,50edaf7ff025fa3981215803d6db82e4,4439,3484,861.6,1140,924
2021-03-12,3120,8a2848973b650cee3e322456fc49e838,4428,3693,629.42,1692,1233
2021-03-13,6260,1b37181a45a73fb15266917ec0387f04,12197,6701,730.89,2430,2878
2021-03-14,5357,3eacd3ca01e2ec07194e73b50a18237a,7037,6230,888.69,2535,1717
2021-03-15,2363,09c5e54edf8036960e5f8b2bfaee00e4,4523,2580,850.24,879,529
2021-03-16,3292,bc064aaf22af17901be77a6f6d84b863,6759,3602,746.91,1195,819
2021-03-17,2538,b7f6324f8c0f58a4c068b7dd66d6a2d1,5107,2111,828.77,705,640
2021-03-18,4408,97fc532a997a7d28c20678602a36b057,12185,4160,850.01,1344,3422
2021-03-19,8742,792193e2eabf8bd6430b0fe9ff8da458,18831,9995,704.41,3613,3863
2021-03-20,9752,e00f077bd6a295f5f64027632aad87fc,19917,8708,867.65,2396,5144
2021-03-21,2903,2a5c00e566f58b031acb669e6d910cb6,5629,2456,741.14,1147,692
2021-03-22,1174,3392fb3425c545b231b3ca854773dd18,3136,1092,758.34,327,895
2021-03-23,3230,533c5fbc05b3f881ee4d9645757e24c9,9079,2868,899.91,700,2399
2021-03-24,5287,d3a745ecb026d0db3e28bf0854cfe019,14464,6186,852.99,1416,2096
2021-03-25,5160,4e2d8bd555054f6deb4c75cb94c8247f,12447,5919,708.53,1207,3421
2021-03-26,8106,6da71199dd404e877f5e4100674cbe59,11731,8104,603.1,2649,1791
2021-03-27,4171,5dbda73448be9b59af9bc8e34a7df7a1,7083,3439,787.85,881,999
2021-03-28,2567,185dd59f556cec8715a4068f14d3b279,3293,2787,811.17,575,503
2021-03-29,2151,b3bad9ff161b308725c0f3c0c4ba303c,6185,2257,795.24,803,1744
2021-03-30,8619,ab48d4314b8c158580ab94100a40d80f,20594,10241,890.36,4137,5830
2021-03-31,7033,41edc0af31248234e25e0f0397436969,17888,7198,858.89,1624,2965
2021-04-01,9560,22d6437667038757126c01ceb81b3fd4,16833,8934,734.65,3022,4058
2021-04-02,5946,24b4964b2ff95e70c234ff1fa2fd8344,16186,5991,618.86,2534,3806
2021-04-03,9234,b014c1047349342510fbab7fa9c1fcb0,15395,11004,742.82,5455,4023
2021-04-04,2907,ad53c78fa7bbf6115fe85bbf02509006,3497,3135,806.77,1254,557
2021-04-05,4490,c99c3ebb55f090662e6ce6d842e10b5a,8430,4798,782.31,1312,1703
2021-04-06,3535,c051c7112ba23343a7f9caf6a438b63a,7873,3168,761.44,1314,1838
2021-04-07,5173,ebfe79cbdd961f376414d038d84ce928,10665,5677,740.65,2153,1122
2021-04-08,2293,a15aaf58280e06b99e273e0aaf880ba4,6309,2522,688.13,664,1106
2021-04-09,5769,271bb31eb1d606bb523343312784b6d9,8017,5347,683.2,2434,1917
2021-04-10,5796,99a89e3c2a57f63c26a6aee8d6778d87,12733,5758,750.07,1889,1916
2021-04-11,7871,9531bdd058ff7684a9abbc3023a95fe0,16712,7224,648.18,3529,4872
2021-04-12,3972,ca3366aa4d6b3afa01101271f9b1b2fe,6778,3588,702.21,1495,718
2021-04-13,4922,92e6a6fa7ffff152718a4ceba5931de5,13191,3988,697.19,1568,3846
2021-04-14,5997,beeccb1686695c482782907c95cc260d,15323,5481,776.14,2294,2196
2021-04-15,8032,2ace0379d38c3ed1c9e61a4318cb33a4,20233,8205,620.0,2817,2220
2021-04-16,1992,6aac174121dfc001889594c276e73206,5532,1594,848.9,560,876
2021-04-17,9112,ddbedae848f8d0e2083adb4db58307cf,22789,8321,768.71,3789,5862
2021-04-18,6287,59c7917081a2d9ece9995a8ae860dc7f,10168,7246,801.25,2929,2546
2021-04-19,3240,35606fa2242beb5188485ca072ae844b,8002,3361,810.93,1577,1134
2021-04-20,2476,603f7148dc05bd629330e2635ae13b34,4342,2582,687.45,1206,605
2021-04-21,7426,2417f7feddcdc7ebb8e21725e2900c3b,12148,7138,741.11,3519,2776
2021-04-22,1389,78691f5256d1182e08b2cbb01a43760d,1849,1487,886.87,609,354
2021-04-23,1999,bf16846d74158b9173a0bd69ab5bbf7f,5075,1751,830.01,614,1311
2021-04-24,2855,8b7046956e90a8021fc5729396e33342,7079,3219,890.87,804,742
2021-04-25,9125,35623c834bc75c57c744ef08523a997f,14801,7725,823.88,3180,3287
2021-04-26,9850,5bb179abedbceaab91b2dbe0a47b8a31,25106,10464,652.68,3008,6179
2021-04-27,3763,c009c2ad85d747baa1902eb4ddedc7f7,10732,3523,619.36,1003,3205
2021-04-28,4663,1bf4699ccc522eaf25de1e4b8fff19ae,6502,5124,773.3,1391,1532
2021-04-29,5986,9861f07e842ff9a2e54417d7825f33ef,9689,6105,707.34,2823,1418
2021-04-30,2481,973997098a188bd2fc44e7aed8c539e7,6327,2433,682.64,1120,769
2021-05-01,8256,090f1939d9e6e8d15cc6c92e394cc956,13986,7164,842.16,2788,3191
2021-05-02,4731,6b4acb04b3c9f82bd10ad730cc9c5f38,10996,4989,710.1,1706,2250
2021-05-03,8262,34f5fea9072eb9212f2777f1ed9eb1d4,11121,9831,695.1,3948,3112
2021-05-04,1451,c3705b7fc78224528dac8067ca2c058b,2922,1639,855.0,626,716
2021-05-05,4093,a47b08709dd2d967c62991050d4f08c9,10356,3372,853.89,1095,2091
2021-05-06,1882,ff756737f6866cfd7a841c9937d55287,4584,1788,706.91,561,828
2021-05-07,5408,e479b6e8c2db7e8b16b429d55db7058f,14423,6328,849.75,1992,2608
2021-05-08,5068,3bbca3db132aef10747d12badcdc1f88,14086,5074,855.23,1911,2046
2021-05-09,4277,9e582fd8d350e4cc13f78080ef7856d1,11084,4554,727.18,1795,1146
2021-05-10,9566,5025239d0c254f07fb46e3b665dfce4b,23043,11144,619.94,3739,4953
2021-05-11,8951,a1dae4361fd1ab45ebe679e5d2029f41,11252,10289,600.48,5048,1603
2021-05-12,5690,abfbaeaad9d53e49b9fd7cae964e4dba,12307,5694,756.99,1282,1743
2021-05-13,5595,69cef46a7aa050a4e4cf6d6fd18063ec,7093,5455,703.22,1659,887
2021-05-14,5559,4953c3f9cc52c3123da0138d99010572,14756,5202,899.14,1694,2035
2021-05-15,8291,f2dc7eae449cff6142ad11726d5c7234,14735,9017,831.72,1849,1567
2021-05-16,9160,9c0d914d7154e67059429d44fcbbe6cc,20265,8379,828.38,2593,4759
2021-05-17,1112,89b25b3ef324976bef7570002c1daa4f,1893,1000,886.57,282,341
2021-05-18,6131,d5a12085f14f55f0f47b71b102606b4a,15992,5778,866.32,2032,3395
2021-05-19,4197,6e7cf686ddb0710698eb7823aabf9bba,11733,3655,695.46,1099,2668
2021-05-20,1139,797f6a998164198b633fa00a8317e46c,2184,1227,649.8,513,643
2021-05-21,2424,88092614b182019c91098a1cee5020e5,6673,2536,823.77,895,758
2021-05-22,3949,6d0bcdedc6a0ef6dcf3ca00fbee671f9,6637,3921,713.48,937,1218
2021-05-23,4168,707e71afd5a60462a2af1070eb96bfc6,9012,3985,741.95,1693,1344
2021-05-24,9708,8ab156f0291d263ae56bb78855667608,26655,11296,789.12,2595,5207
2021-05-25,7043,e464305bc53f14e95ac5b556a1128b64,12582,5716,872.36,2582,3574
2021-05-26,7989,9f5be0933187942e4a9edef674f2a169,23306,8848,725.73,4242,5705
2021-05-27,8236,ba91c133c858a9471ba17d14cfdf9bba,11690,9560,835.0,2836,2716
